Tanggal,Jam,Hari,Kategori,Menu,Harga,HPP,Qty,Omset,Profit,Hari_Angka,Is_Weekend
2025-11-23,10,Sunday,Minuman,Cyberpunk Cold Brew,30000,9000,3,90000,63000,6,1
2025-11-23,10,Sunday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,6,1
2025-11-23,11,Sunday,Minuman,Null Pointer Americano,22000,4500,2,44000,35000,6,1
2025-11-23,11,Sunday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,6,1
2025-11-23,11,Sunday,Makanan,Chicken Teriyaki Repo,32000,12500,3,96000,58500,6,1
2025-11-23,11,Sunday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,6,1
2025-11-23,11,Sunday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,6,1
2025-11-23,12,Sunday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,6,1
2025-11-23,12,Sunday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,6,1
2025-11-23,12,Sunday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,6,1
2025-11-23,13,Sunday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,6,1
2025-11-23,13,Sunday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,6,1
2025-11-23,13,Sunday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,6,1
2025-11-23,13,Sunday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,6,1
2025-11-23,13,Sunday,Makanan,Chicken Teriyaki Repo,32000,12500,2,64000,39000,6,1
2025-11-23,13,Sunday,Makanan,Fish & Chips.py,40000,16000,2,80000,48000,6,1
2025-11-23,13,Sunday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,6,1
2025-11-23,13,Sunday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,6,1
2025-11-23,13,Sunday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,6,1
2025-11-23,13,Sunday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,3,165000,90000,6,1
2025-11-23,13,Sunday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,6,1
2025-11-23,14,Sunday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,2,110000,60000,6,1
2025-11-23,14,Sunday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,6,1
2025-11-23,14,Sunday,Minuman,Lychee-nux Tea,25000,8000,2,50000,34000,6,1
2025-11-23,14,Sunday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,6,1
2025-11-23,14,Sunday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,6,1
2025-11-23,14,Sunday,Makanan,Mie Goreng .NET Framework,28000,9500,2,56000,37000,6,1
2025-11-23,14,Sunday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,6,1
2025-11-23,14,Sunday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,6,1
2025-11-23,14,Sunday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,6,1
2025-11-23,14,Sunday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,6,1
2025-11-23,16,Sunday,Snack,Cireng Open Source,18000,5000,1,18000,13000,6,1
2025-11-23,16,Sunday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,6,1
2025-11-23,16,Sunday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,6,1
2025-11-23,16,Sunday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,6,1
2025-11-23,16,Sunday,Snack,Potato Wedges Widget,24000,8000,3,72000,48000,6,1
2025-11-23,17,Sunday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,6,1
2025-11-23,17,Sunday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,6,1
2025-11-23,17,Sunday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,6,1
2025-11-23,17,Sunday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,6,1
2025-11-23,17,Sunday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,6,1
2025-11-23,18,Sunday,Snack,Cireng Open Source,18000,5000,3,54000,39000,6,1
2025-11-23,18,Sunday,Makanan,Mie Goreng .NET Framework,28000,9500,3,84000,55500,6,1
2025-11-23,18,Sunday,Minuman,Latte.js,28000,9500,1,28000,18500,6,1
2025-11-23,18,Sunday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,6,1
2025-11-23,19,Sunday,Minuman,Cloud Macchiato 200 OK,35000,12000,2,70000,46000,6,1
2025-11-23,19,Sunday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,6,1
2025-11-23,19,Sunday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,6,1
2025-11-23,19,Sunday,Makanan,Spaghetti Code (Bug Free),38000,15000,3,114000,69000,6,1
2025-11-23,19,Sunday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,6,1
2025-11-23,19,Sunday,Snack,Cireng Open Source,18000,5000,2,36000,26000,6,1
2025-11-23,19,Sunday,Minuman,Lychee-nux Tea,25000,8000,3,75000,51000,6,1
2025-11-23,19,Sunday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,6,1
2025-11-23,19,Sunday,Snack,French Fries.zip,22000,7500,1,22000,14500,6,1
2025-11-23,19,Sunday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,6,1
2025-11-23,19,Sunday,Minuman,Lychee-nux Tea,25000,8000,2,50000,34000,6,1
2025-11-23,19,Sunday,Minuman,Latte.js,28000,9500,1,28000,18500,6,1
2025-11-23,19,Sunday,Minuman,Java Chip Frappe,35000,11000,3,105000,72000,6,1
2025-11-23,19,Sunday,Snack,Croissant.css,25000,10000,3,75000,45000,6,1
2025-11-23,19,Sunday,Snack,French Fries.zip,22000,7500,1,22000,14500,6,1
2025-11-23,19,Sunday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,6,1
2025-11-23,19,Sunday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,6,1
2025-11-23,19,Sunday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,6,1
2025-11-23,20,Sunday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,6,1
2025-11-23,20,Sunday,Makanan,Fish & Chips.py,40000,16000,2,80000,48000,6,1
2025-11-23,20,Sunday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,6,1
2025-11-23,20,Sunday,Snack,Potato Wedges Widget,24000,8000,3,72000,48000,6,1
2025-11-23,20,Sunday,Minuman,Kopi Gula Aren Python,20000,7000,2,40000,26000,6,1
2025-11-23,20,Sunday,Snack,Firewall Nachos (Pedas),28000,11000,3,84000,51000,6,1
2025-11-23,20,Sunday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,6,1
2025-11-23,21,Sunday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,6,1
2025-11-23,21,Sunday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,6,1
2025-11-23,21,Sunday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,6,1
2025-11-23,21,Sunday,Snack,Token Onion Rings,20000,6000,1,20000,14000,6,1
2025-11-23,22,Sunday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,6,1
2025-11-23,22,Sunday,Snack,French Fries.zip,22000,7500,1,22000,14500,6,1
2025-11-23,22,Sunday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,6,1
2025-11-23,22,Sunday,Snack,Croissant.css,25000,10000,1,25000,15000,6,1
2025-11-23,22,Sunday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,6,1
2025-11-24,9,Monday,Minuman,Null Pointer Americano,22000,4500,3,66000,52500,0,0
2025-11-24,9,Monday,Minuman,Kopi Gula Aren Python,20000,7000,2,40000,26000,0,0
2025-11-24,9,Monday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,0,0
2025-11-24,9,Monday,Minuman,Null Pointer Americano,22000,4500,3,66000,52500,0,0
2025-11-24,9,Monday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,0,0
2025-11-24,10,Monday,Minuman,Null Pointer Americano,22000,4500,2,44000,35000,0,0
2025-11-24,10,Monday,Minuman,Matcha Learning,30000,11000,1,30000,19000,0,0
2025-11-24,10,Monday,Snack,Firewall Nachos (Pedas),28000,11000,3,84000,51000,0,0
2025-11-24,10,Monday,Makanan,Fish & Chips.py,40000,16000,2,80000,48000,0,0
2025-11-24,10,Monday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,0,0
2025-11-24,11,Monday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,0,0
2025-11-24,11,Monday,Makanan,Sate Ayam Serverless,30000,12000,2,60000,36000,0,0
2025-11-24,11,Monday,Minuman,Null Pointer Americano,22000,4500,2,44000,35000,0,0
2025-11-24,11,Monday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,0,0
2025-11-24,12,Monday,Minuman,Git Push Espresso (Double Shot),25000,5000,2,50000,40000,0,0
2025-11-24,12,Monday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,0,0
2025-11-24,12,Monday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,0,0
2025-11-24,12,Monday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,0,0
2025-11-24,12,Monday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,0,0
2025-11-24,12,Monday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,0,0
2025-11-24,12,Monday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,0,0
2025-11-24,13,Monday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,0,0
2025-11-24,13,Monday,Minuman,Latte.js,28000,9500,1,28000,18500,0,0
2025-11-24,13,Monday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,0,0
2025-11-24,13,Monday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,0,0
2025-11-24,13,Monday,Snack,French Fries.zip,22000,7500,1,22000,14500,0,0
2025-11-24,13,Monday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,0,0
2025-11-24,13,Monday,Snack,Cireng Open Source,18000,5000,2,36000,26000,0,0
2025-11-24,13,Monday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,0,0
2025-11-24,13,Monday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,0,0
2025-11-24,14,Monday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,0,0
2025-11-24,14,Monday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,0,0
2025-11-24,14,Monday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,0,0
2025-11-24,14,Monday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,0,0
2025-11-24,14,Monday,Snack,Cireng Open Source,18000,5000,2,36000,26000,0,0
2025-11-24,15,Monday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,0,0
2025-11-24,15,Monday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,0,0
2025-11-24,16,Monday,Snack,Croissant.css,25000,10000,1,25000,15000,0,0
2025-11-24,17,Monday,Minuman,Null Pointer Americano,22000,4500,2,44000,35000,0,0
2025-11-24,17,Monday,Snack,Croissant.css,25000,10000,1,25000,15000,0,0
2025-11-24,17,Monday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,2,110000,60000,0,0
2025-11-24,17,Monday,Minuman,Null Pointer Americano,22000,4500,3,66000,52500,0,0
2025-11-24,17,Monday,Snack,Croissant.css,25000,10000,1,25000,15000,0,0
2025-11-24,17,Monday,Snack,French Fries.zip,22000,7500,2,44000,29000,0,0
2025-11-24,18,Monday,Snack,Cireng Open Source,18000,5000,1,18000,13000,0,0
2025-11-24,18,Monday,Minuman,Cookies & Cache Frappe,38000,14500,2,76000,47000,0,0
2025-11-24,18,Monday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,0,0
2025-11-24,18,Monday,Snack,Token Onion Rings,20000,6000,1,20000,14000,0,0
2025-11-24,19,Monday,Snack,Full Stack Platter API,35000,14000,2,70000,42000,0,0
2025-11-24,19,Monday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,0,0
2025-11-24,19,Monday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,0,0
2025-11-24,19,Monday,Snack,Croissant.css,25000,10000,2,50000,30000,0,0
2025-11-24,19,Monday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,2,70000,44000,0,0
2025-11-24,20,Monday,Minuman,Java Chip Frappe,35000,11000,2,70000,48000,0,0
2025-11-24,20,Monday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,0,0
2025-11-24,20,Monday,Snack,Cireng Open Source,18000,5000,1,18000,13000,0,0
2025-11-24,20,Monday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,0,0
2025-11-24,20,Monday,Snack,Cireng Open Source,18000,5000,1,18000,13000,0,0
2025-11-24,20,Monday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,0,0
2025-11-24,20,Monday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,0,0
2025-11-24,20,Monday,Snack,Token Onion Rings,20000,6000,1,20000,14000,0,0
2025-11-24,20,Monday,Minuman,Matcha Learning,30000,11000,1,30000,19000,0,0
2025-11-24,20,Monday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,0,0
2025-11-24,21,Monday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,0,0
2025-11-24,21,Monday,Snack,Token Onion Rings,20000,6000,1,20000,14000,0,0
2025-11-24,21,Monday,Snack,Cireng Open Source,18000,5000,3,54000,39000,0,0
2025-11-24,21,Monday,Minuman,Matcha Learning,30000,11000,2,60000,38000,0,0
2025-11-24,21,Monday,Snack,Firewall Nachos (Pedas),28000,11000,2,56000,34000,0,0
2025-11-24,21,Monday,Minuman,Java Chip Frappe,35000,11000,2,70000,48000,0,0
2025-11-24,21,Monday,Snack,Full Stack Platter API,35000,14000,2,70000,42000,0,0
2025-11-24,22,Monday,Minuman,Matcha Learning,30000,11000,1,30000,19000,0,0
2025-11-24,22,Monday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,0,0
2025-11-25,8,Tuesday,Minuman,Cyberpunk Cold Brew,30000,9000,1,30000,21000,1,0
2025-11-25,8,Tuesday,Snack,Cireng Open Source,18000,5000,2,36000,26000,1,0
2025-11-25,8,Tuesday,Snack,Croissant.css,25000,10000,1,25000,15000,1,0
2025-11-25,9,Tuesday,Snack,Potato Wedges Widget,24000,8000,3,72000,48000,1,0
2025-11-25,9,Tuesday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,1,0
2025-11-25,9,Tuesday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,1,0
2025-11-25,9,Tuesday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,1,0
2025-11-25,9,Tuesday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,1,0
2025-11-25,9,Tuesday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,1,0
2025-11-25,9,Tuesday,Snack,Full Stack Platter API,35000,14000,2,70000,42000,1,0
2025-11-25,10,Tuesday,Minuman,Lychee-nux Tea,25000,8000,2,50000,34000,1,0
2025-11-25,10,Tuesday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,1,0
2025-11-25,10,Tuesday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,1,0
2025-11-25,10,Tuesday,Minuman,Latte.js,28000,9500,2,56000,37000,1,0
2025-11-25,10,Tuesday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,1,0
2025-11-25,11,Tuesday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,1,0
2025-11-25,11,Tuesday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,1,0
2025-11-25,11,Tuesday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,1,0
2025-11-25,11,Tuesday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,1,0
2025-11-25,11,Tuesday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,1,0
2025-11-25,11,Tuesday,Snack,French Fries.zip,22000,7500,2,44000,29000,1,0
2025-11-25,12,Tuesday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,1,0
2025-11-25,12,Tuesday,Minuman,Cyberpunk Cold Brew,30000,9000,1,30000,21000,1,0
2025-11-25,12,Tuesday,Minuman,Blue Screen Lemonade (Seger),24000,6000,2,48000,36000,1,0
2025-11-25,12,Tuesday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,1,0
2025-11-25,12,Tuesday,Makanan,Sate Ayam Serverless,30000,12000,2,60000,36000,1,0
2025-11-25,12,Tuesday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,1,0
2025-11-25,12,Tuesday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,1,0
2025-11-25,13,Tuesday,Minuman,Git Push Espresso (Double Shot),25000,5000,2,50000,40000,1,0
2025-11-25,13,Tuesday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,1,0
2025-11-25,13,Tuesday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,1,0
2025-11-25,13,Tuesday,Makanan,Fish & Chips.py,40000,16000,2,80000,48000,1,0
2025-11-25,14,Tuesday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,2,70000,44000,1,0
2025-11-25,14,Tuesday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,1,0
2025-11-25,14,Tuesday,Makanan,Chicken Teriyaki Repo,32000,12500,2,64000,39000,1,0
2025-11-25,14,Tuesday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,1,0
2025-11-25,15,Tuesday,Snack,Firewall Nachos (Pedas),28000,11000,3,84000,51000,1,0
2025-11-25,16,Tuesday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,1,0
2025-11-25,16,Tuesday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,1,0
2025-11-25,17,Tuesday,Snack,Cireng Open Source,18000,5000,1,18000,13000,1,0
2025-11-25,17,Tuesday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,1,0
2025-11-25,17,Tuesday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,1,0
2025-11-25,17,Tuesday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,1,0
2025-11-25,17,Tuesday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,1,0
2025-11-25,17,Tuesday,Snack,Firewall Nachos (Pedas),28000,11000,3,84000,51000,1,0
2025-11-25,18,Tuesday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,2,110000,60000,1,0
2025-11-25,18,Tuesday,Minuman,Cookies & Cache Frappe,38000,14500,2,76000,47000,1,0
2025-11-25,18,Tuesday,Makanan,Mie Goreng .NET Framework,28000,9500,2,56000,37000,1,0
2025-11-25,19,Tuesday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,1,0
2025-11-25,19,Tuesday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,1,0
2025-11-25,19,Tuesday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,1,0
2025-11-25,19,Tuesday,Snack,French Fries.zip,22000,7500,1,22000,14500,1,0
2025-11-25,19,Tuesday,Snack,Full Stack Platter API,35000,14000,2,70000,42000,1,0
2025-11-25,19,Tuesday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,1,0
2025-11-25,19,Tuesday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,1,0
2025-11-25,21,Tuesday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,1,0
2025-11-25,21,Tuesday,Snack,French Fries.zip,22000,7500,1,22000,14500,1,0
2025-11-25,21,Tuesday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,1,0
2025-11-26,8,Wednesday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,2,0
2025-11-26,8,Wednesday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,2,0
2025-11-26,8,Wednesday,Snack,Cireng Open Source,18000,5000,3,54000,39000,2,0
2025-11-26,8,Wednesday,Minuman,Cyberpunk Cold Brew,30000,9000,1,30000,21000,2,0
2025-11-26,8,Wednesday,Minuman,Kopi Gula Aren Python,20000,7000,2,40000,26000,2,0
2025-11-26,9,Wednesday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,2,0
2025-11-26,9,Wednesday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,2,0
2025-11-26,9,Wednesday,Snack,Cireng Open Source,18000,5000,1,18000,13000,2,0
2025-11-26,9,Wednesday,Minuman,Matcha Learning,30000,11000,1,30000,19000,2,0
2025-11-26,9,Wednesday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,2,0
2025-11-26,9,Wednesday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,2,0
2025-11-26,10,Wednesday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,2,0
2025-11-26,10,Wednesday,Minuman,Cyberpunk Cold Brew,30000,9000,3,90000,63000,2,0
2025-11-26,11,Wednesday,Snack,Potato Wedges Widget,24000,8000,3,72000,48000,2,0
2025-11-26,11,Wednesday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,2,0
2025-11-26,12,Wednesday,Minuman,Lychee-nux Tea,25000,8000,3,75000,51000,2,0
2025-11-26,12,Wednesday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,2,0
2025-11-26,12,Wednesday,Minuman,Lychee-nux Tea,25000,8000,2,50000,34000,2,0
2025-11-26,12,Wednesday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,2,0
2025-11-26,12,Wednesday,Minuman,Matcha Learning,30000,11000,3,90000,57000,2,0
2025-11-26,12,Wednesday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,2,0
2025-11-26,12,Wednesday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,2,0
2025-11-26,12,Wednesday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,2,0
2025-11-26,12,Wednesday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,2,0
2025-11-26,12,Wednesday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,2,0
2025-11-26,12,Wednesday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,2,0
2025-11-26,12,Wednesday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,2,0
2025-11-26,12,Wednesday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,2,0
2025-11-26,12,Wednesday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,2,0
2025-11-26,13,Wednesday,Minuman,Matcha Learning,30000,11000,1,30000,19000,2,0
2025-11-26,13,Wednesday,Minuman,Cyberpunk Cold Brew,30000,9000,2,60000,42000,2,0
2025-11-26,14,Wednesday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,2,0
2025-11-26,14,Wednesday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,2,0
2025-11-26,14,Wednesday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,2,0
2025-11-26,14,Wednesday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,2,0
2025-11-26,14,Wednesday,Minuman,Latte.js,28000,9500,1,28000,18500,2,0
2025-11-26,14,Wednesday,Makanan,Chicken Teriyaki Repo,32000,12500,2,64000,39000,2,0
2025-11-26,14,Wednesday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,2,0
2025-11-26,15,Wednesday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,2,0
2025-11-26,15,Wednesday,Minuman,Blue Screen Lemonade (Seger),24000,6000,2,48000,36000,2,0
2025-11-26,16,Wednesday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,2,0
2025-11-26,16,Wednesday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,2,0
2025-11-26,16,Wednesday,Minuman,Latte.js,28000,9500,2,56000,37000,2,0
2025-11-26,17,Wednesday,Snack,Firewall Nachos (Pedas),28000,11000,2,56000,34000,2,0
2025-11-26,17,Wednesday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,2,110000,60000,2,0
2025-11-26,17,Wednesday,Snack,Token Onion Rings,20000,6000,2,40000,28000,2,0
2025-11-26,17,Wednesday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,2,0
2025-11-26,17,Wednesday,Minuman,Lychee-nux Tea,25000,8000,2,50000,34000,2,0
2025-11-26,18,Wednesday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,2,0
2025-11-26,18,Wednesday,Makanan,Mie Goreng .NET Framework,28000,9500,2,56000,37000,2,0
2025-11-26,18,Wednesday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,2,0
2025-11-26,19,Wednesday,Snack,French Fries.zip,22000,7500,3,66000,43500,2,0
2025-11-26,19,Wednesday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,2,0
2025-11-26,19,Wednesday,Snack,French Fries.zip,22000,7500,2,44000,29000,2,0
2025-11-26,19,Wednesday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,2,0
2025-11-26,19,Wednesday,Minuman,Cyberpunk Cold Brew,30000,9000,1,30000,21000,2,0
2025-11-26,19,Wednesday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,2,0
2025-11-26,20,Wednesday,Snack,Cireng Open Source,18000,5000,2,36000,26000,2,0
2025-11-26,20,Wednesday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,2,0
2025-11-26,20,Wednesday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,2,0
2025-11-26,20,Wednesday,Minuman,Cloud Macchiato 200 OK,35000,12000,2,70000,46000,2,0
2025-11-26,20,Wednesday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,2,0
2025-11-26,20,Wednesday,Minuman,Matcha Learning,30000,11000,1,30000,19000,2,0
2025-11-26,20,Wednesday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,2,0
2025-11-26,21,Wednesday,Snack,French Fries.zip,22000,7500,3,66000,43500,2,0
2025-11-26,21,Wednesday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,2,0
2025-11-26,21,Wednesday,Snack,Croissant.css,25000,10000,1,25000,15000,2,0
2025-11-26,21,Wednesday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,2,0
2025-11-26,22,Wednesday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,2,0
2025-11-26,22,Wednesday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,2,0
2025-11-27,8,Thursday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,3,0
2025-11-27,8,Thursday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,3,0
2025-11-27,9,Thursday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,3,0
